"country","iso3","year","region","population","production_co2","consumption_co2","net_embodied_carbon","production_co2_per_capita","consumption_co2_per_capita","net_embodied_carbon_per_capita","responsibility_type","longitude","latitude","iso_num"
"Egypt","EGY","2014","Africa","97528655","0.227","0.246","0.019","2.33","2.52","0.19","balanced","30","27","818"
"Finland","FIN","2014","Europe","5461686","0.048","0.062","0.014","8.72","11.43","2.71","net_importer","26","64","246"
"France","FRA","2014","Europe","64692495","0.328","0.449","0.121","5.07","6.94","1.87","net_importer","2","46","250"
"Germany","DEU","2014","Europe","81376078","0.793","0.908","0.115","9.74","11.15","1.41","net_importer","10","51","276"
"Greece","GRC","2014","Europe","10893169","0.079","0.08","0.001","7.22","7.37","0.15","balanced","22","39","300"
"Hungary","HUN","2014","Europe","9862843","0.044","0.059","0.015","4.42","5.95","1.53","net_importer","20","47","348"
"India","IND","2014","Asia","1312277184","2.148","1.811","-0.337","1.64","1.38","-0.26","net_exporter","78","22","356"
"Indonesia","IDN","2014","Asia","258877395","0.498","0.51","0.012","1.92","1.97","0.05","balanced","113","-2","360"
"Iran","IRN","2014","Middle East","81502045","0.644","0.527","-0.117","7.9","6.46","-1.44","net_exporter","53","32","364"
"Ireland","IRL","2014","Europe","4658236","0.037","0.045","0.008","7.91","9.6","1.69","net_importer","-8","53","372"
"Israel","ISR","2014","Middle East","7897173","0.06","0.086","0.026","7.63","10.95","3.32","net_importer","35","31","376"
"Italy","ITA","2014","Europe","60664169","0.349","0.469","0.12","5.76","7.73","1.97","net_importer","12","43","380"
"Japan","JPN","2014","Asia","127486601","1.26","1.404","0.144","9.89","11.01","1.12","net_importer","138","36","392"
"Kazakhstan","KAZ","2014","Asia","17816285","0.299","0.218","-0.081","16.79","12.23","-4.56","net_exporter","68","48","398"
"Malaysia","MYS","2014","Asia","30696133","0.245","0.253","0.008","7.98","8.26","0.28","net_importer","102","4","458"
"Mexico","MEX","2014","North America","119784265","0.484","0.586","0.102","4.04","4.89","0.85","net_importer","-102","23","484"
"Netherlands","NLD","2014","Europe","17030085","0.158","0.165","0.007","9.25","9.69","0.44","net_importer","5","52","528"
"New Zealand","NZL","2014","Oceania","4522976","0.035","0.041","0.006","7.83","9.05","1.22","net_importer","174","-41","554"
"Nigeria","NGA","2014","Africa","185896917","0.124","0.138","0.014","0.67","0.74","0.07","balanced","8","9","566"
"Norway","NOR","2014","Europe","5137397","0.045","0.053","0.008","8.75","10.26","1.51","net_importer","8","61","578"
"Pakistan","PAK","2014","Asia","214264649","0.151","0.171","0.02","0.7","0.8","0.1","balanced","70","30","586"
"Philippines","PHL","2014","Asia","103767127","0.1","0.137","0.037","0.96","1.32","0.36","net_importer","122","13","608"
"Poland","POL","2014","Europe","38265113","0.309","0.298","-0.011","8.09","7.79","-0.3","net_exporter","20","52","616"
"Portugal","PRT","2014","Europe","10406203","0.048","0.05","0.002","4.61","4.79","0.18","balanced","-8","39","620"
"Romania","ROU","2014","Europe","19968179","0.079","0.08","0.001","3.97","4.02","0.05","balanced","25","46","642"
"Russia","RUS","2014","Europe/Asia","144925639","1.637","1.348","-0.289","11.3","9.3","-2","net_exporter","90","60","643"
"Saudi Arabia","SAU","2014","Middle East","28998127","0.585","0.591","0.006","20.18","20.37","0.19","balanced","45","24","682"
"South Africa","ZAF","2014","Africa","55594840","0.482","0.362","-0.12","8.66","6.51","-2.15","net_exporter","24","-29","710"
"South Korea","KOR","2014","Asia","50539055","0.629","0.695","0.066","12.45","13.75","1.3","net_importer","128","36","410"
"Spain","ESP","2014","Europe","46720187","0.254","0.279","0.025","5.43","5.96","0.53","net_importer","-4","40","724"
"Sweden","SWE","2014","Europe","9696438","0.043","0.071","0.028","4.47","7.36","2.89","net_importer","15","62","752"
"Switzerland","CHE","2014","Europe","8190238","0.039","0.16","0.121","4.79","19.54","14.75","net_importer","8","47","756"
"Thailand","THA","2014","Asia","70216362","0.272","0.276","0.004","3.88","3.93","0.05","balanced","101","15","764"
"Turkey","TUR","2014","Europe/Asia","78036154","0.367","0.414","0.047","4.71","5.31","0.6","net_importer","35","39","792"
"Ukraine","UKR","2014","Europe","45972379","0.258","0.195","-0.063","5.61","4.25","-1.36","net_exporter","31","49","804"
"United Arab Emirates","ARE","2014","Middle East","8236880","0.215","0.259","0.044","26.05","31.42","5.37","net_importer","54","24","784"
"United Kingdom","GBR","2014","Europe","64865914","0.439","0.605","0.166","6.76","9.33","2.57","net_importer","-2","54","826"
"United States","USA","2014","North America","323115377","5.531","5.758","0.227","17.12","17.82","0.7","net_importer","-98","39","840"
"Vietnam","VNM","2014","Asia","91679582","0.18","0.141","-0.039","1.96","1.53","-0.43","net_exporter","108","16","704"
"Argentina","ARG","2015","South America","43477011","0.192","0.206","0.014","4.41","4.74","0.33","net_importer","-64","-34","032"
"Australia","AUS","2015","Oceania","23947997","0.401","0.387","-0.014","16.73","16.17","-0.56","net_exporter","134","-25","036"
"Austria","AUT","2015","Europe","8644037","0.066","0.087","0.021","7.68","10.08","2.4","net_importer","14","47","040"
"Bangladesh","BGD","2015","Asia","159383179","0.077","0.077","0","0.48","0.48","0","balanced","90","24","050"
"Belgium","BEL","2015","Europe","11275332","0.101","0.202","0.101","8.99","17.88","8.89","net_importer","4","51","056"
"Brazil","BRA","2015","South America","201675534","0.528","0.556","0.028","2.62","2.76","0.14","balanced","-52","-10","076"
"Canada","CAN","2015","North America","35962236","0.563","0.573","0.01","15.66","15.94","0.28","net_importer","-106","56","124"
"Chile","CHL","2015","South America","18047630","0.082","0.088","0.006","4.53","4.89","0.36","net_importer","-71","-30","152"
"China","CHN","2015","Asia","1396134171","9.858","8.79","-1.068","7.06","6.3","-0.76","net_exporter","104","35","156"
"Czechia","CZE","2015","Europe","10524418","0.105","0.108","0.003","9.98","10.22","0.24","net_importer","16","49","203"
"Denmark","DNK","2015","Europe","5683698","0.035","0.053","0.018","6.18","9.35","3.17","net_importer","10","56","208"
"Egypt","EGY","2015","Africa","99597334","0.227","0.259","0.032","2.28","2.6","0.32","net_importer","30","27","818"
"Finland","FIN","2015","Europe","5479719","0.044","0.056","0.012","8.06","10.3","2.24","net_importer","26","64","246"
"France","FRA","2015","Europe","64916337","0.332","0.435","0.103","5.12","6.7","1.58","net_importer","2","46","250"
"Germany","DEU","2015","Europe","82077546","0.801","0.9","0.099","9.76","10.96","1.2","net_importer","10","51","276"
"Greece","GRC","2015","Europe","10820902","0.075","0.076","0.001","6.92","7","0.08","balanced","22","39","300"
"Hungary","HUN","2015","Europe","9839211","0.047","0.059","0.012","4.73","6.03","1.3","net_importer","20","47","348"
"India","IND","2015","Asia","1328024494","2.232","1.961","-0.271","1.68","1.48","-0.2","net_exporter","78","22","356"
"Indonesia","IDN","2015","Asia","261799249","0.551","0.545","-0.006","2.11","2.08","-0.03","balanced","113","-2","360"
"Iran","IRN","2015","Middle East","82619365","0.642","0.587","-0.055","7.77","7.11","-0.66","net_exporter","53","32","364"
"Ireland","IRL","2015","Europe","4702497","0.039","0.044","0.005","8.23","9.31","1.08","net_importer","-8","53","372"
"Israel","ISR","2015","Middle East","8052916","0.063","0.085","0.022","7.82","10.56","2.74","net_importer","35","31","376"
"Italy","ITA","2015","Europe","60575314","0.361","0.461","0.1","5.96","7.61","1.65","net_importer","12","43","380"
"Japan","JPN","2015","Asia","127275868","1.22","1.321","0.101","9.59","10.38","0.79","net_importer","138","36","392"
"Kazakhstan","KAZ","2015","Asia","18084175","0.303","0.25","-0.053","16.76","13.83","-2.93","net_exporter","68","48","398"
"Malaysia","MYS","2015","Asia","31232796","0.236","0.236","0","7.55","7.55","0","balanced","102","4","458"
"Mexico","MEX","2015","North America","121072310","0.479","0.572","0.093","3.96","4.73","0.77","net_importer","-102","23","484"
"Netherlands","NLD","2015","Europe","17107429","0.164","0.161","-0.003","9.58","9.39","-0.19","balanced","5","52","528"
"New Zealand","NZL","2015","Oceania","4614035","0.036","0.04","0.004","7.76","8.71","0.95","net_importer","174","-41","554"
"Nigeria","NGA","2015","Africa","190671883","0.111","0.128","0.017","0.58","0.67","0.09","balanced","8","9","566"
"Norway","NOR","2015","Europe","5189777","0.046","0.055","0.009","8.77","10.55","1.78","net_importer","8","61","578"
"Pakistan","PAK","2015","Asia","217290884","0.145","0.172","0.027","0.67","0.79","0.12","balanced","70","30","586"
"Philippines","PHL","2015","Asia","105312988","0.111","0.144","0.033","1.05","1.37","0.32","net_importer","122","13","608"
"Poland","POL","2015","Europe","38266314","0.313","0.299","-0.014","8.17","7.82","-0.35","net_exporter","20","52","616"
"Portugal","PRT","2015","Europe","10370264","0.052","0.053","0.001","5.04","5.08","0.04","balanced","-8","39","620"
"Romania","ROU","2015","Europe","19871018","0.078","0.079","0.001","3.93","3.96","0.03","balanced","25","46","642"
"Russia","RUS","2015","Europe/Asia","145307612","1.635","1.269","-0.366","11.25","8.73","-2.52","net_exporter","90","60","643"
"Saudi Arabia","SAU","2015","Middle East","29974944","0.625","0.654","0.029","20.84","21.81","0.97","net_importer","45","24","682"
"South Africa","ZAF","2015","Africa","56723536","0.457","0.35","-0.107","8.06","6.18","-1.88","net_exporter","24","-29","710"
"South Korea","KOR","2015","Asia","50983909","0.634","0.676","0.042","12.44","13.26","0.82","net_importer","128","36","410"
"Spain","ESP","2015","Europe","46683683","0.27","0.281","0.011","5.79","6.03","0.24","net_importer","-4","40","724"
"Sweden","SWE","2015","Europe","9799483","0.043","0.069","0.026","4.42","7.06","2.64","net_importer","15","62","752"
"Switzerland","CHE","2015","Europe","8283940","0.039","0.16","0.121","4.68","19.27","14.59","net_importer","8","47","756"
"Thailand","THA","2015","Asia","70540787","0.277","0.274","-0.003","3.93","3.89","-0.04","balanced","101","15","764"
"Turkey","TUR","2015","Europe/Asia","80014222","0.388","0.432","0.044","4.85","5.4","0.55","net_importer","35","39","792"
"Ukraine","UKR","2015","Europe","45784904","0.224","0.167","-0.057","4.89","3.66","-1.23","net_exporter","31","49","804"
"United Arab Emirates","ARE","2015","Middle East","8674633","0.225","0.261","0.036","25.94","30.14","4.2","net_importer","54","24","784"
"United Kingdom","GBR","2015","Europe","65382107","0.422","0.597","0.175","6.46","9.13","2.67","net_importer","-2","54","826"
"United States","USA","2015","North America","326126496","5.368","5.694","0.326","16.46","17.46","1","net_importer","-98","39","840"
"Vietnam","VNM","2015","Asia","92823254","0.213","0.165","-0.048","2.3","1.78","-0.52","net_exporter","108","16","704"
"Argentina","ARG","2016","South America","43900312","0.19","0.19","0","4.33","4.34","0.01","balanced","-64","-34","032"
"Australia","AUS","2016","Oceania","24329963","0.41","0.39","-0.02","16.84","16.03","-0.81","net_exporter","134","-25","036"
"Austria","AUT","2016","Europe","8737920","0.067","0.089","0.022","7.69","10.16","2.47","net_importer","14","47","040"
"Bangladesh","BGD","2016","Asia","160811934","0.082","0.127","0.045","0.51","0.79","0.28","net_importer","90","24","050"
"Belgium","BEL","2016","Europe","11332707","0.1","0.207","0.107","8.81","18.3","9.49","net_importer","4","51","056"
"Brazil","BRA","2016","South America","203218108","0.492","0.491","-0.001","2.42","2.42","0","balanced","-52","-10","076"
"Canada","CAN","2016","North America","36353345","0.554","0.547","-0.007","15.23","15.04","-0.19","balanced","-106","56","124"
"Chile","CHL","2016","South America","18267225","0.084","0.089","0.005","4.61","4.86","0.25","net_importer","-71","-30","152"
"China","CHN","2016","Asia","1404052628","9.748","8.672","-1.076","6.94","6.18","-0.76","net_exporter","104","35","156"
"Czechia","CZE","2016","Europe","10531946","0.107","0.108","0.001","10.13","10.25","0.12","balanced","16","49","203"
"Denmark","DNK","2016","Europe","5728196","0.037","0.055","0.018","6.44","9.59","3.15","net_importer","10","56","208"
"Egypt","EGY","2016","Africa","101644583","0.245","0.271","0.026","2.41","2.67","0.26","net_importer","30","27","818"
"Finland","FIN","2016","Europe","5495468","0.047","0.059","0.012","8.6","10.77","2.17","net_importer","26","64","246"
"France","FRA","2016","Europe","65086853","0.335","0.455","0.12","5.15","6.99","1.84","net_importer","2","46","250"
"Germany","DEU","2016","Europe","82760102","0.798","0.91","0.112","9.64","11","1.36","net_importer","10","51","276"
"Greece","GRC","2016","Europe","10775506","0.071","0.076","0.005","6.62","7.04","0.42","net_importer","22","39","300"
"Hungary","HUN","2016","Europe","9810529","0.047","0.061","0.014","4.79","6.18","1.39","net_importer","20","47","348"
"India","IND","2016","Asia","1343944296","2.353","2.002","-0.351","1.75","1.49","-0.26","net_exporter","78","22","356"
"Indonesia","IDN","2016","Asia","264627429","0.548","0.548","0","2.07","2.07","0","balanced","113","-2","360"
"Iran","IRN","2016","Middle East","83812230","0.645","0.532","-0.113","7.69","6.34","-1.35","net_exporter","53","32","364"
"Ireland","IRL","2016","Europe","4753506","0.04","0.045","0.005","8.49","9.44","0.95","net_importer","-8","53","372"
"Israel","ISR","2016","Middle East","8210006","0.061","0.088","0.027","7.45","10.7","3.25","net_importer","35","31","376"
"Italy","ITA","2016","Europe","60478103","0.358","0.464","0.106","5.92","7.67","1.75","net_importer","12","43","380"
"Japan","JPN","2016","Asia","127159950","1.2","1.323","0.123","9.44","10.4","0.96","net_importer","138","36","392"
"Kazakhstan","KAZ","2016","Asia","18363600","0.302","0.228","-0.074","16.43","12.43","-4","net_exporter","68","48","398"
"Malaysia","MYS","2016","Asia","31789692","0.237","0.243","0.006","7.46","7.64","0.18","balanced","102","4","458"
"Mexico","MEX","2016","North America","122251344","0.479","0.572","0.093","3.92","4.68","0.76","net_importer","-102","23","484"
"Netherlands","NLD","2016","Europe","17204693","0.165","0.169","0.004","9.58","9.83","0.25","net_importer","5","52","528"
"New Zealand","NZL","2016","Oceania","4714768","0.034","0.04","0.006","7.24","8.57","1.33","net_importer","174","-41","554"
"Nigeria","NGA","2016","Africa","195443698","0.116","0.125","0.009","0.6","0.64","0.04","balanced","8","9","566"
"Norway","NOR","2016","Europe","5235974","0.045","0.049","0.004","8.54","9.4","0.86","net_importer","8","61","578"
"Pakistan","PAK","2016","Asia","220138863","0.177","0.211","0.034","0.8","0.96","0.16","balanced","70","30","586"
"Philippines","PHL","2016","Asia","106735721","0.12","0.165","0.045","1.13","1.54","0.41","net_importer","122","13","608"
"Poland","POL","2016","Europe","38263260","0.323","0.305","-0.018","8.45","7.96","-0.49","net_exporter","20","52","616"
"Portugal","PRT","2016","Europe","10346377","0.05","0.055","0.005","4.86","5.35","0.49","net_importer","-8","39","620"
"Romania","ROU","2016","Europe","19777049","0.077","0.08","0.003","3.87","4.02","0.15","balanced","25","46","642"
"Russia","RUS","2016","Europe/Asia","145778668","1.629","1.273","-0.356","11.18","8.73","-2.45","net_exporter","90","60","643"
"Saudi Arabia","SAU","2016","Middle East","30717804","0.641","0.64","-0.001","20.87","20.83","-0.04","balanced","45","24","682"
"South Africa","ZAF","2016","Africa","57259550","0.457","0.354","-0.103","7.98","6.19","-1.79","net_exporter","24","-29","710"
"South Korea","KOR","2016","Asia","51297836","0.638","0.669","0.031","12.44","13.05","0.61","net_importer","128","36","410"
"Spain","ESP","2016","Europe","46732768","0.26","0.276","0.016","5.55","5.9","0.35","net_importer","-4","40","724"
"Sweden","SWE","2016","Europe","9923281","0.043","0.07","0.027","4.36","7.09","2.73","net_importer","15","62","752"
"Switzerland","CHE","2016","Europe","8374903","0.039","0.171","0.132","4.68","20.39","15.71","net_importer","8","47","756"
"Thailand","THA","2016","Asia","70859835","0.284","0.285","0.001","4.01","4.03","0.02","balanced","101","15","764"
"Turkey","TUR","2016","Europe/Asia","81652087","0.406","0.438","0.032","4.97","5.36","0.39","net_importer","35","39","792"
"Ukraine","UKR","2016","Europe","45616831","0.234","0.191","-0.043","5.13","4.19","-0.94","net_exporter","31","49","804"
"United Arab Emirates","ARE","2016","Middle East","9030873","0.228","0.259","0.031","25.24","28.68","3.44","net_importer","54","24","784"
"United Kingdom","GBR","2016","Europe","65893359","0.399","0.583","0.184","6.06","8.84","2.78","net_importer","-2","54","826"
"United States","USA","2016","North America","329179423","5.245","5.558","0.313","15.93","16.88","0.95","net_importer","-98","39","840"
"Vietnam","VNM","2016","Asia","94000115","0.221","0.173","-0.048","2.35","1.84","-0.51","net_exporter","108","16","704"
"Argentina","ARG","2017","South America","44288898","0.187","0.193","0.006","4.22","4.36","0.14","balanced","-64","-34","032"
"Australia","AUS","2017","Oceania","24731044","0.413","0.396","-0.017","16.72","16.01","-0.71","net_exporter","134","-25","036"
"Austria","AUT","2017","Europe","8798779","0.07","0.089","0.019","7.91","10.07","2.16","net_importer","14","47","040"
"Bangladesh","BGD","2017","Asia","162186146","0.087","0.134","0.047","0.53","0.83","0.3","net_importer","90","24","050"
"Belgium","BEL","2017","Europe","11376583","0.099","0.203","0.104","8.73","17.85","9.12","net_importer","4","51","056"
"Brazil","BRA","2017","South America","204703440","0.497","0.507","0.01","2.43","2.48","0.05","balanced","-52","-10","076"
"Canada","CAN","2017","North America","36808498","0.567","0.555","-0.012","15.39","15.07","-0.32","net_exporter","-106","56","124"
"Chile","CHL","2017","South America","18558868","0.084","0.089","0.005","4.53","4.79","0.26","net_importer","-71","-30","152"
"China","CHN","2017","Asia","1412354730","10","8.957","-1.043","7.08","6.34","-0.74","net_exporter","104","35","156"
"Czechia","CZE","2017","Europe","10541343","0.108","0.111","0.003","10.22","10.57","0.35","net_importer","16","49","203"
"Denmark","DNK","2017","Europe","5765164","0.035","0.055","0.02","6.01","9.54","3.53","net_importer","10","56","208"
"Egypt","EGY","2017","Africa","103696055","0.253","0.26","0.007","2.44","2.51","0.07","balanced","30","27","818"
"Finland","FIN","2017","Europe","5508398","0.045","0.059","0.014","8.11","10.77","2.66","net_importer","26","64","246"
"France","FRA","2017","Europe","65284775","0.338","0.453","0.115","5.18","6.94","1.76","net_importer","2","46","250"
"Germany","DEU","2017","Europe","83104010","0.785","0.902","0.117","9.44","10.85","1.41","net_importer","10","51","276"
"Greece","GRC","2017","Europe","10753532","0.075","0.079","0.004","6.96","7.33","0.37","net_importer","22","39","300"
"Hungary","HUN","2017","Europe","9785608","0.049","0.066","0.017","5.05","6.74","1.69","net_importer","20","47","348"
"India","IND","2017","Asia","1359657398","2.426","2.112","-0.314","1.78","1.55","-0.23","net_exporter","78","22","356"
"Indonesia","IDN","2017","Asia","267346654","0.571","0.567","-0.004","2.14","2.12","-0.02","balanced","113","-2","360"
"Iran","IRN","2017","Middle East","85026761","0.696","0.568","-0.128","8.19","6.68","-1.51","net_exporter","53","32","364"
"Ireland","IRL","2017","Europe","4810258","0.039","0.046","0.007","8.12","9.49","1.37","net_importer","-8","53","372"
"Israel","ISR","2017","Middle East","8361796","0.059","0.084","0.025","7.04","10.1","3.06","net_importer","35","31","376"
"Italy","ITA","2017","Europe","60390317","0.353","0.46","0.107","5.84","7.61","1.77","net_importer","12","43","380"
"Japan","JPN","2017","Asia","127064686","1.184","1.289","0.105","9.32","10.15","0.83","net_importer","138","36","392"
"Kazakhstan","KAZ","2017","Asia","18651931","0.318","0.239","-0.079","17.03","12.83","-4.2","net_exporter","68","48","398"
"Malaysia","MYS","2017","Asia","32355642","0.244","0.246","0.002","7.56","7.61","0.05","balanced","102","4","458"
"Mexico","MEX","2017","North America","123400052","0.464","0.561","0.097","3.76","4.54","0.78","net_importer","-102","23","484"
"Netherlands","NLD","2017","Europe","17315376","0.162","0.166","0.004","9.37","9.57","0.2","net_importer","5","52","528"
"New Zealand","NZL","2017","Oceania","4812749","0.036","0.041","0.005","7.41","8.45","1.04","net_importer","174","-41","554"
"Nigeria","NGA","2017","Africa","200254580","0.113","0.119","0.006","0.56","0.59","0.03","balanced","8","9","566"
"Norway","NOR","2017","Europe","5276807","0.044","0.049","0.005","8.38","9.31","0.93","net_importer","8","61","578"
"Pakistan","PAK","2017","Asia","223273974","0.212","0.244","0.032","0.95","1.09","0.14","balanced","70","30","586"
"Philippines","PHL","2017","Asia","108119691","0.134","0.177","0.043","1.24","1.64","0.4","net_importer","122","13","608"
"Poland","POL","2017","Europe","38254964","0.337","0.317","-0.02","8.8","8.3","-0.5","net_exporter","20","52","616"
"Portugal","PRT","2017","Europe","10330838","0.055","0.059","0.004","5.34","5.76","0.42","net_importer","-8","39","620"
"Romania","ROU","2017","Europe","19689405","0.079","0.083","0.004","4.03","4.24","0.21","net_importer","25","46","642"
"Russia","RUS","2017","Europe/Asia","146186798","1.661","1.303","-0.358","11.36","8.92","-2.44","net_exporter","90","60","643"
"Saudi Arabia","SAU","2017","Middle East","30782400","0.644","0.624","-0.02","20.94","20.26","-0.68","net_exporter","45","24","682"
"South Africa","ZAF","2017","Africa","57635158","0.44","0.347","-0.093","7.63","6.03","-1.6","net_exporter","24","-29","710"
"South Korea","KOR","2017","Asia","51486268","0.655","0.702","0.047","12.71","13.63","0.92","net_importer","128","36","410"
"Spain","ESP","2017","Europe","46868594","0.273","0.294","0.021","5.84","6.28","0.44","net_importer","-4","40","724"
"Sweden","SWE","2017","Europe","10057864","0.042","0.071","0.029","4.21","7.06","2.85","net_importer","15","62","752"
"Switzerland","CHE","2017","Europe","8453630","0.038","0.135","0.097","4.52","16","11.48","net_importer","8","47","756"
"Thailand","THA","2017","Asia","71160183","0.283","0.29","0.007","3.98","4.08","0.1","balanced","101","15","764"
"Turkey","TUR","2017","Europe/Asia","83083667","0.431","0.461","0.03","5.18","5.55","0.37","net_importer","35","39","792"
"Ukraine","UKR","2017","Europe","45436037","0.223","0.2","-0.023","4.91","4.39","-0.52","net_exporter","31","49","804"
"United Arab Emirates","ARE","2017","Middle East","9234330","0.196","0.239","0.043","21.28","25.84","4.56","net_importer","54","24","784"
"United Kingdom","GBR","2017","Europe","66354473","0.387","0.558","0.171","5.84","8.41","2.57","net_importer","-2","54","826"
"United States","USA","2017","North America","332204657","5.195","5.526","0.331","15.64","16.63","0.99","net_importer","-98","39","840"
"Vietnam","VNM","2017","Asia","95176978","0.228","0.172","-0.056","2.39","1.81","-0.58","net_exporter","108","16","704"
"Argentina","ARG","2018","South America","44654876","0.182","0.184","0.002","4.09","4.11","0.02","balanced","-64","-34","032"
"Australia","AUS","2018","Oceania","25119700","0.415","0.386","-0.029","16.51","15.38","-1.13","net_exporter","134","-25","036"
"Austria","AUT","2018","Europe","8841653","0.067","0.088","0.021","7.53","10.01","2.48","net_importer","14","47","040"
"Bangladesh","BGD","2018","Asia","163523109","0.087","0.139","0.052","0.53","0.85","0.32","net_importer","90","24","050"
"Belgium","BEL","2018","Europe","11428608","0.1","0.212","0.112","8.77","18.54","9.77","net_importer","4","51","056"
"Brazil","BRA","2018","South America","206107265","0.477","0.484","0.007","2.31","2.35","0.04","balanced","-52","-10","076"
"Canada","CAN","2018","North America","37294996","0.575","0.557","-0.018","15.42","14.92","-0.5","net_exporter","-106","56","124"
"Chile","CHL","2018","South America","18893185","0.084","0.093","0.009","4.47","4.91","0.44","net_importer","-71","-30","152"
"China","CHN","2018","Asia","1419008954","10.347","9.443","-0.904","7.29","6.65","-0.64","net_exporter","104","35","156"
"Czechia","CZE","2018","Europe","10548934","0.106","0.115","0.009","10.08","10.93","0.85","net_importer","16","49","203"
"Denmark","DNK","2018","Europe","5793824","0.035","0.057","0.022","5.97","9.82","3.85","net_importer","10","56","208"
"Egypt","EGY","2018","Africa","105682092","0.242","0.252","0.01","2.29","2.39","0.1","balanced","30","27","818"
"Finland","FIN","2018","Europe","5515730","0.046","0.061","0.015","8.29","11.14","2.85","net_importer","26","64","246"
"France","FRA","2018","Europe","65519537","0.323","0.456","0.133","4.93","6.96","2.03","net_importer","2","46","250"
"Germany","DEU","2018","Europe","83368507","0.759","0.892","0.133","9.1","10.7","1.6","net_importer","10","51","276"
"Greece","GRC","2018","Europe","10730846","0.072","0.081","0.009","6.69","7.59","0.9","net_importer","22","39","300"
"Hungary","HUN","2018","Europe","9774395","0.049","0.067","0.018","5.05","6.82","1.77","net_importer","20","47","348"
"India","IND","2018","Asia","1374659067","2.595","2.239","-0.356","1.89","1.63","-0.26","net_exporter","78","22","356"
"Indonesia","IDN","2018","Asia","269951847","0.607","0.607","0","2.25","2.25","0","balanced","113","-2","360"
"Iran","IRN","2018","Middle East","86117999","0.665","0.526","-0.139","7.72","6.11","-1.61","net_exporter","53","32","364"
"Ireland","IRL","2018","Europe","4872559","0.039","0.046","0.007","7.99","9.51","1.52","net_importer","-8","53","372"
"Israel","ISR","2018","Middle East","8510067","0.06","0.091","0.031","7.05","10.64","3.59","net_importer","35","31","376"
"Italy","ITA","2018","Europe","60277496","0.349","0.467","0.118","5.79","7.74","1.95","net_importer","12","43","380"
"Japan","JPN","2018","Asia","126913432","1.139","1.274","0.135","8.97","10.04","1.07","net_importer","138","36","392"
"Kazakhstan","KAZ","2018","Asia","18932725","0.33","0.228","-0.102","17.41","12.03","-5.38","net_exporter","68","48","398"
"Malaysia","MYS","2018","Asia","32910963","0.263","0.266","0.003","7.98","8.08","0.1","balanced","102","4","458"
"Mexico","MEX","2018","North America","124573713","0.468","0.571","0.103","3.76","4.59","0.83","net_importer","-102","23","484"
"Netherlands","NLD","2018","Europe","17421285","0.158","0.165","0.007","9.08","9.5","0.42","net_importer","5","52","528"
"New Zealand","NZL","2018","Oceania","4900840","0.036","0.042","0.006","7.28","8.48","1.2","net_importer","174","-41","554"
"Nigeria","NGA","2018","Africa","204938752","0.107","0.114","0.007","0.52","0.56","0.04","balanced","8","9","566"
"Norway","NOR","2018","Europe","5311751","0.044","0.049","0.005","8.37","9.16","0.79","net_importer","8","61","578"
"Pakistan","PAK","2018","Asia","226928893","0.203","0.233","0.03","0.9","1.03","0.13","balanced","70","30","586"
"Philippines","PHL","2018","Asia","109465284","0.14","0.185","0.045","1.28","1.69","0.41","net_importer","122","13","608"
"Poland","POL","2018","Europe","38241070","0.336","0.329","-0.007","8.78","8.6","-0.18","balanced","20","52","616"
"Portugal","PRT","2018","Europe","10325355","0.051","0.057","0.006","4.97","5.56","0.59","net_importer","-8","39","620"
"Romania","ROU","2018","Europe","19597874","0.08","0.088","0.008","4.08","4.5","0.42","net_importer","25","46","642"
"Russia","RUS","2018","Europe/Asia","146430146","1.71","1.251","-0.459","11.68","8.54","-3.14","net_exporter","90","60","643"
"Saudi Arabia","SAU","2018","Middle East","30365119","0.652","0.616","-0.036","21.48","20.29","-1.19","net_exporter","45","24","682"
"South Africa","ZAF","2018","Africa","58613001","0.454","0.355","-0.099","7.74","6.06","-1.68","net_exporter","24","-29","710"
"South Korea","KOR","2018","Asia","51640894","0.67","0.749","0.079","12.98","14.51","1.53","net_importer","128","36","410"
"Spain","ESP","2018","Europe","47092817","0.269","0.299","0.03","5.7","6.35","0.65","net_importer","-4","40","724"
"Sweden","SWE","2018","Europe","10175400","0.042","0.071","0.029","4.11","6.99","2.88","net_importer","15","62","752"
"Switzerland","CHE","2018","Europe","8516341","0.037","0.127","0.09","4.34","14.93","10.59","net_importer","8","47","756"
"Thailand","THA","2018","Asia","71376081","0.288","0.306","0.018","4.04","4.28","0.24","net_importer","101","15","764"
"Turkey","TUR","2018","Europe/Asia","84415966","0.424","0.448","0.024","5.02","5.31","0.29","net_importer","35","39","792"
"Ukraine","UKR","2018","Europe","45208903","0.232","0.213","-0.019","5.13","4.72","-0.41","net_exporter","31","49","804"
"United Arab Emirates","ARE","2018","Middle East","9346870","0.204","0.247","0.043","21.84","26.45","4.61","net_importer","54","24","784"
"United Kingdom","GBR","2018","Europe","66752473","0.38","0.545","0.165","5.69","8.17","2.48","net_importer","-2","54","826"
"United States","USA","2018","North America","335056492","5.361","5.685","0.324","16","16.97","0.97","net_importer","-98","39","840"
"Vietnam","VNM","2018","Asia","96237319","0.255","0.189","-0.066","2.65","1.96","-0.69","net_exporter","108","16","704"
"Argentina","ARG","2019","South America","44973469","0.18","0.173","-0.007","4.01","3.84","-0.17","balanced","-64","-34","032"
