year,parent_entity,parent_type,lei,commodity,production_value,production_unit,total_emissions_MtCO2e
2022,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,3.37000000000000000000,Million tonnes/yr,9.99749954560472900000
2023,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,62.32248000000000000000,Million tonnes/yr,125.83472379085609000000
2023,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,3.55752000000000000000,Million tonnes/yr,10.55379957966757600000
2024,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Sub-Bituminous Coal,65.82000000000000000000,Million tonnes/yr,132.89653299923475000000
2024,AlamTri Resources,Investor-owned Company,529900P2WAH7XA87OI24,Metallurgical Coal,6.63000000000000000000,Million tonnes/yr,19.66867121286628000000
1996,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,8.16474644100000000000,Million tonnes/yr,22.16025695492802700000
1997,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,9.88841513410000000000,Million tonnes/yr,26.83853342319061000000
1998,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,12.15640025660000000000,Million tonnes/yr,32.99416035511506000000
1999,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,12.79143609090000000000,Million tonnes/yr,34.71773589605391000000
2000,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,12.42855847129999900000,Million tonnes/yr,33.73283558694599500000
2001,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,14.24294656929999900000,Million tonnes/yr,38.65733713248555000000
2002,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,16.32949288200000000000,Million tonnes/yr,44.32051390985605400000
2003,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,17.41812574080000000000,Million tonnes/yr,47.27521483717979000000
2004,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,18.48589313647300000000,Million tonnes/yr,50.17328399672982000000
2005,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,20.77474372210000000000,Million tonnes/yr,56.38554269642797600000
2006,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,21.50049896130000000000,Million tonnes/yr,58.35534331464381000000
2007,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,22.04481539070000200000,Million tonnes/yr,59.83269377830567500000
2008,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,23.97623152102100000000,Million tonnes/yr,65.07482567353253000000
2009,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,23.44007983806200000000,Million tonnes/yr,63.61963546682560000000
2010,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,26.18162025414000000000,Million tonnes/yr,71.06055730213588000000
2011,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,27.89893858889700000000,Million tonnes/yr,75.72159801498907000000
2012,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,31.57035290519999600000,Million tonnes/yr,85.68632689238837000000
2013,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,35.18279960831800000000,Million tonnes/yr,95.49100946955764000000
2014,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,36.96725030270100400000,Million tonnes/yr,100.33425673959580000000
2015,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,37.35643654972200000000,Million tonnes/yr,101.39056232111403000000
2016,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,31.97314706295600000000,Million tonnes/yr,86.77956623549815000000
2017,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,34.11866098884100000000,Million tonnes/yr,92.60278931309870000000
2018,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,36.52907557703400000000,Million tonnes/yr,99.14498961634798000000
2019,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Oil & NGL,1.10500000000000000000,Million bbl/yr,0.44064957604693311000
2019,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Natural Gas,3.66400000000000000000,Bcf/yr,0.26707039028579554000
2019,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,36.27052527306900500000,Million tonnes/yr,98.44324814610863000000
2020,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Oil & NGL,1.28500000000000010000,Million bbl/yr,0.51242959748444257000
2020,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Natural Gas,3.63500000000000020000,Bcf/yr,0.26495656896530206000
2020,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,24.48516738251000000000,Million tonnes/yr,66.45614835705638000000
2021,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Oil & NGL,1.33100000000000000000,Million bbl/yr,0.53077338074069502000
2021,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Natural Gas,3.88100000000000020000,Bcf/yr,0.28288760499431564000
2021,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,29.21799873614300200000,Million tonnes/yr,79.30171063859635000000
2022,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Oil & NGL,1.64500000000000000000,Million bbl/yr,0.65598964035946158000
2022,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Natural Gas,5.22600000000000000000,Bcf/yr,0.38092518003099540000
2022,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,32.18452327637300000000,Million tonnes/yr,87.35327066555351000000
2023,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Oil & NGL,2.18800000000000000000,Million bbl/yr,0.87252603836261506000
2023,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Natural Gas,6.16100000000000050000,Bcf/yr,0.44907769501931940000
2023,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,31.66107231010000000000,Million tonnes/yr,85.93255196966535000000
2024,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Oil & NGL,2.39300000000000000000,Million bbl/yr,0.95427550722200080000
2024,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Natural Gas,6.75800000000000000000,Bcf/yr,0.49259325806534004000
2024,Alliance Resource Partners,Investor-owned Company,529900T4Q5UPWOUFG783,Bituminous Coal,29.21164837780000300000,Million tonnes/yr,79.28447488318695000000
1981,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,9.26865652923262400000,Million tonnes/yr,25.15642240686777600000
1981,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,3.44028867713563220000,Million tonnes/yr,10.20601913543399800000
1982,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,12.26243258901845200000,Million tonnes/yr,33.28194684657596000000
1982,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.55150191968351800000,Million tonnes/yr,13.50256331568398200000
1983,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,12.05336122001816400000,Million tonnes/yr,32.71449808470142500000
1983,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.47389996557103050000,Million tonnes/yr,13.27234803349477600000
1984,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,15.57515514256712300000,Million tonnes/yr,42.27313641229047000000
1984,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,5.78109996131310100000,Million tonnes/yr,17.15030986241046000000
1985,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,16.14811655065415500000,Million tonnes/yr,43.82823333051282000000
1985,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,5.99376860601042700000,Million tonnes/yr,17.78121629526680500000
1986,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,15.36873024911851500000,Million tonnes/yr,41.71287055299276000000
1986,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,5.70448031147370750000,Million tonnes/yr,16.92300870085148600000
1987,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,11.73710769550201700000,Million tonnes/yr,31.85614205162404400000
1987,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.35651473194359500000,Million tonnes/yr,12.92411099496332500000
1988,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,11.24751019018151500000,Million tonnes/yr,30.52730635528057600000
1988,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.17478863828251600000,Million tonnes/yr,12.38499926238137600000
1989,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,11.18134837396495500000,Million tonnes/yr,30.34773398783984000000
1989,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.15023105867101500000,Million tonnes/yr,12.31214632736442400000
1990,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,12.37226121101405200000,Million tonnes/yr,33.58003699573313000000
1990,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.59226750256436500000,Million tonnes/yr,13.62349918996516400000
1991,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,11.18134837396495500000,Million tonnes/yr,30.34773398783984000000
1991,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.15023105867101500000,Million tonnes/yr,12.31214632736442400000
1992,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,11.90912844306650200000,Million tonnes/yr,32.32303027591297000000
1992,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,4.42036444074788600000,Million tonnes/yr,13.11352863138999900000
1993,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,14.55560142739063000000,Million tonnes/yr,39.50592588457501000000
1993,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,5.40266764970217300000,Million tonnes/yr,16.02764610473319000000
1994,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,16.77202255641146000000,Million tonnes/yr,45.52160096944851000000
1994,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,6.22534658755292550000,Million tonnes/yr,18.46821948970099000000
1995,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,18.98844368543229000000,Million tonnes/yr,51.53727605432200000000
1995,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,7.04802552540367800000,Million tonnes/yr,20.90879287466878400000
1996,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,21.10562206744843300000,Million tonnes/yr,57.28359252647814000000
1996,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,7.83386809292998500000,Million tonnes/yr,23.24008685441985400000
1997,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,22.85758718620989800000,Million tonnes/yr,62.03866942793180000000
1997,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,8.48415281682771300000,Million tonnes/yr,25.16923262049736800000
1998,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,17.87172276530000000000,Million tonnes/yr,48.50634022356468000000
1998,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,16.51093169180000000000,Million tonnes/yr,48.98161189503893000000
1999,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,64.22186376218580000000,Million tonnes/yr,174.30706677525567000000
1999,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,24.68315303981420100000,Million tonnes/yr,73.22546329366008500000
2000,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,70.05220060457623000000,Million tonnes/yr,190.13141153535228000000
2000,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,24.65885811102376500000,Million tonnes/yr,73.15338954305388000000
2001,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,76.09718849482145000000,Million tonnes/yr,206.53834908145630000000
2001,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,24.14775391967854800000,Million tonnes/yr,71.63713912147213000000
2002,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,81.04729101787379500000,Million tonnes/yr,219.97361552319561000000
2002,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,23.28002461712620500000,Million tonnes/yr,69.06291855530745500000
2003,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,92.94250397513492300000,Million tonnes/yr,252.25887723601498000000
2003,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,25.62775822916507630000,Million tonnes/yr,76.02774517832216600000
2004,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,85.34892979226239300000,Million tonnes/yr,231.64886119758029000000
2004,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,24.69370835597357240000,Million tonnes/yr,73.25677687481943100000
2005,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,92.29127152466527800000,Million tonnes/yr,250.49134182703699000000
2005,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,24.91819960885630270000,Million tonnes/yr,73.92275645899964600000
2006,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,97.66626943926223000000,Million tonnes/yr,265.07983343303990000000
2006,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,25.25852420295935150000,Million tonnes/yr,74.93236921119648300000
2007,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,97.46955691087056800000,Million tonnes/yr,264.54592828278044000000
2007,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,25.81811435004381300000,Million tonnes/yr,76.59245889701304200000
2008,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,94.96980121769622200000,Million tonnes/yr,257.76124379985321000000
2008,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,26.50348194793975000000,Million tonnes/yr,78.62568211616343200000
2009,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,87.66007126059395000000,Million tonnes/yr,237.92162045195639000000
2009,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,22.74544450270604900000,Million tonnes/yr,67.47702405946032000000
2010,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,85.55732833172430000000,Million tonnes/yr,232.21448380654670000000
2010,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,22.67092171397569500000,Million tonnes/yr,67.25594348187311200000
2011,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,90.05412926709063600000,Million tonnes/yr,244.41942671848770300000
2011,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,20.40430615239406470000,Million tonnes/yr,60.53176305250427500000
2012,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,80.28667333650000000000,Million tonnes/yr,217.90919339012560000000
2012,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,18.41603919470000000000,Million tonnes/yr,54.63333634446651400000
2013,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,60.57969701007300000000,Million tonnes/yr,164.42171985324765000000
2013,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,18.26635217661500000000,Million tonnes/yr,54.18927228058291000000
2014,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,57.59632918761134600000,Million tonnes/yr,156.32444481665544000000
2014,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,15.11799542188565200000,Million tonnes/yr,44.84930337114426600000
2015,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Bituminous Coal,50.58658293736776600000,Million tonnes/yr,137.29901895478196000000
2015,Alpha Metallurgical Resources,Investor-owned Company,549300C9E158C3V6PT51,Metallurgical Coal,13.27806372413423300000,Million tonnes/yr,39.39093057820256400000
